level_0,Platform,Post ID,Post Type,Post Content,Post Timestamp,Date,Weekday Type,Time,Time Periods,Likes,Comments,Shares,Impressions,Reach, Engagement Rate ,Audience Age,Age Group,Audience Gender,Audience Location,Audience Continent,Audience Interests,Campaign ID,Sentiment,Influencer ID
2823,Twitter,e2f1251e-b31b-4102-b7aa-4a3bab56273d,Image,Effect challenge environment out through.,9/22/2023 11:34,9/22/2023 (Friday),Weekday,11:34:32,Morning,1869,1780,1492,1693,2619,94.09,18,Adolescent Adults,Male,Jordan,Asia,increase,4a4b6283-1c0e-4d80-a128-0173baf6444f,Negative,
2825,LinkedIn,0ab4c41a-e5cc-4deb-98e4-38901e565418,Image,Product forget high service question.,11/19/2023 6:56,11/19/2023 (Sunday),Weekend,6:56:17,Morning,1450,682,599,4829,2175,73.49,65,Senior Adults,Male,Maldives,Asia,about,,Mixed,
2828,LinkedIn,49248564-63e0-431a-8755-7d94e8bcf992,Video,Tv during range size sign.,1/28/2023 13:16,1/28/2023 (Saturday),Weekend,13:16:07,Afternoon,847,820,881,2527,2841,7.25,48,Senior Adults,Female,Tokelau,Oceania,house,,Mixed,
2830,LinkedIn,9889c2bf-4f64-45be-ab03-3aa27da0669a,Video,Clear actually agent consumer hard PM.,9/6/2023 20:06,9/6/2023 (Wednesday),Weekday,20:06:34,Evening,1389,900,825,4936,3787,23.9,30,Adolescent Adults,Female,French Southern Territories,Africa,hard,,Mixed,
2831,Instagram,1179a0d8-1504-4a4e-bad2-141fcc17c541,Video,List us commercial activity purpose soon buy he.,8/31/2022 4:39,8/31/2022 (Wednesday),Weekday,4:39:34,Night,1932,1417,1425,4395,3233,45.21,42,Mature Adults,Female,Qatar,Asia,draw,f90c710f-7a84-415d-b37b-77d29e7328ac,Mixed,
2837,Facebook,c50746cb-6f60-4882-89c9-d07ae4fa2209,Image,Rule rule need improve.,12/5/2022 14:03,12/5/2022 (Monday),Weekday,14:03:31,Afternoon,703,1034,759,2931,3022,28.74,46,Senior Adults,Female,Yemen,Asia,condition,,Neutral,
2838,LinkedIn,bd47ee05-3a75-4956-bf70-8b1612bc0525,Video,Else value foot.,1/26/2022 14:53,1/26/2022 (Wednesday),Weekday,14:53:32,Afternoon,913,830,822,3196,3465,6.19,33,Mature Adults,Other,Wallis and Futuna,Oceania,mother,bd33c71e-9cb9-4a6a-8abf-ee3f4cb11067,Positive,
2840,Facebook,650360d1-ee9f-43e9-97ea-efd1d920ea62,Image,Participant item young now month artist.,1/26/2022 4:25,1/26/2022 (Wednesday),Weekday,4:25:45,Night,987,1067,750,4372,3405,35.79,41,Mature Adults,Female,Morocco,Africa,enjoy,cb88d3c9-11d7-4f55-a62e-3da21474b527,Neutral,
2846,Instagram,202232f8-3f4d-40de-a5b2-8a99d61cea40,Video,Affect none word news yard crime.,2/5/2023 14:27,2/5/2023 (Sunday),Weekend,14:27:33,Afternoon,1944,1684,1431,3231,2793,77.63,28,Adolescent Adults,Other,Netherlands,Europe,carry,,Negative,
2848,LinkedIn,7cb7223e-934c-4f1c-a7f7-90b500e2c6c6,Link,Will thing cause fine direction.,6/11/2021 7:09,6/11/2021 (Friday),Weekday,7:09:07,Morning,705,528,294,3814,1322,100.41,42,Mature Adults,Male,Nigeria,Africa,soldier,,Mixed,
2853,Facebook,a0a2019b-4c4b-4f4a-a40a-052beb9a11f6,Video,Establish election effort over.,4/3/2023 11:42,4/3/2023 (Monday),Weekday,11:42:49,Morning,1508,911,1024,4545,4970,18.26,57,Senior Adults,Male,United States Minor Outlying Islands,Oceania,camera,,Mixed,
2855,LinkedIn,a43ded4d-6490-496b-a10f-5d2a2e2f3053,Image,Across put her agent.,1/18/2024 0:56,1/18/2024 (Thursday),Weekday,0:56:21,Night,1121,583,588,2597,2789,34.6,50,Senior Adults,Male,Congo,Africa,American,,Negative,
2856,Instagram,6375008c-ac0e-4169-8a74-ec0a94a9c33d,Image,Else culture that size trip radio.,11/7/2023 0:55,11/7/2023 (Tuesday),Weekday,0:55:25,Night,1093,1172,1008,4706,5598,5.94,25,Adolescent Adults,Female,Chile,SouthAmerica,dinner,8d139b28-c225-412a-b2da-7b740d4b45d9,Mixed,
2857,LinkedIn,e29388f7-e3c8-4bbd-b9e1-1ec74faa069c,Video,Modern either hotel always.,9/4/2023 12:44,9/4/2023 (Monday),Weekday,12:44:21,Afternoon,1646,831,972,3459,3083,45.95,56,Senior Adults,Female,Morocco,Africa,six,,Mixed,
2858,LinkedIn,a7fd46bd-1fcd-4390-be3a-94da998b723b,Video,Sign program right TV least through public.,10/7/2023 0:51,10/7/2023 (Saturday),Weekend,0:51:02,Night,1417,869,980,3281,2874,41.76,34,Mature Adults,Other,Maldives,Asia,class,,Mixed,
2862,Instagram,26bbec9c-d7c4-4471-b508-1d402f021234,Video,Wonder might training cultural forward property.,7/26/2022 6:08,7/26/2022 (Tuesday),Weekday,6:08:34,Morning,2206,1642,1465,3647,2820,92.96,33,Mature Adults,Male,Faroe Islands,Europe,operation,20a4e6e4-56c2-4c24-ac98-19cd56867102,Neutral,
2865,Twitter,a49caa78-a327-4e38-ade3-1a63fcbe9fee,Video,Generation responsibility performance.,10/8/2023 5:59,10/8/2023 (Sunday),Weekend,5:59:44,Night,2212,1686,1614,2471,3410,39.34,20,Adolescent Adults,Male,Bulgaria,Europe,eye,,Neutral,
2867,Instagram,939fc091-8c5a-461a-a149-ef7460223998,Video,Kid rule hot town necessary.,1/1/2023 3:23,1/1/2023 (Sunday),Weekend,3:23:25,Night,1452,1608,1319,3318,3639,20.48,21,Adolescent Adults,Male,Burundi,Africa,within,,Positive,
2869,Facebook,a565f109-2336-4a90-a3cb-6729323ca414,Link,Shoulder just individual us pattern appear.,6/13/2023 22:06,6/13/2023 (Tuesday),Weekday,22:06:06,Night,309,372,225,1853,1275,28.47,63,Senior Adults,Other,Palestinian Territory,Asia,foot,,Positive,
2872,Instagram,bf6a0e03-1f4f-4f66-8bfc-8396aa1da74f,Video,Peace sure perhaps happen.,8/7/2023 7:15,8/7/2023 (Monday),Weekday,7:15:29,Morning,1720,1479,1340,4320,2632,47.97,62,Senior Adults,Other,Angola,Africa,hope,,Positive,
2873,Twitter,dc5a5c1b-545b-4f95-b71a-a29b418b64a7,Image,Maybe affect relationship mother clear together.,2/10/2023 23:42,2/10/2023 (Friday),Weekday,23:42:36,Night,2046,1700,1454,4734,3990,48.33,63,Senior Adults,Male,Bangladesh,Asia,serve,,Mixed,
2875,LinkedIn,ca6e8115-1c36-4fc3-a385-6281757c92ac,Link,Suffer hope green sure area success.,11/10/2023 19:14,11/10/2023 (Friday),Weekday,19:14:42,Evening,610,380,223,4989,3801,24.67,51,Senior Adults,Female,Albania,Europe,position,,Negative,
2881,Instagram,f92f56d5-6841-4023-8843-493f1b8e7c1a,Video,Offer before ever difficult.,5/26/2021 5:48,5/26/2021 (Wednesday),Weekday,5:48:36,Night,2122,1541,1462,4257,4323,40.52,42,Mature Adults,Other,Holy See (Vatican City State),Europe,consider,185d0124-8d66-4614-803a-34f15403902d,Mixed,
2884,Twitter,fbfd9d0f-186a-41ce-87fd-1ae10396f4ef,Link,Say why take month too public government.,3/3/2023 0:17,3/3/2023 (Friday),Weekday,0:17:40,Night,1642,1190,1099,2709,2510,76.46,42,Mature Adults,Other,Lithuania,Europe,answer,,Mixed,
2888,Instagram,7687bc5c-0d38-4b2e-8c5e-32f8eed96c6d,Image,Perhaps education like film fire knowledge.,4/1/2022 3:02,4/1/2022 (Friday),Weekday,3:02:50,Night,1706,1227,1164,3624,2936,56.66,29,Adolescent Adults,Female,Italy,Europe,pressure,,Negative,
2889,Instagram,59b367e6-21a5-4545-94cd-1b1b86230ef7,Image,Sure away friend quickly.,8/2/2021 12:17,8/2/2021 (Monday),Weekday,12:17:43,Afternoon,1257,1194,1188,3246,2639,38.99,29,Adolescent Adults,Male,Peru,SouthAmerica,able,,Neutral,
2892,Twitter,8ce6d29b-0d26-4ad8-b472-1139b9e4396c,Link,Million help lay police on development.,11/7/2023 19:32,11/7/2023 (Tuesday),Weekday,19:32:55,Evening,1055,1293,1029,4284,2437,44.05,47,Senior Adults,Female,Rwanda,Africa,impact,69b6656d-00c6-4c23-a2bc-b53b049e325c,Neutral,b206d0fe-f8ad-4d09-839b-bfdddd8bf4e3
2893,Facebook,cee637d2-97bb-444b-a649-6e5e296bbb2b,Image,Hotel himself campaign what world quite.,8/23/2023 6:23,8/23/2023 (Wednesday),Weekday,6:23:43,Morning,1416,644,715,2749,2297,57.45,63,Senior Adults,Male,Latvia,Europe,table,19e199c3-ddbf-4a1b-ac7f-479b4d41beb8,Mixed,eb39f4dc-3932-4b42-8831-36911e21617f
2895,Facebook,c5799bc4-30fc-4323-a871-30137bac0810,Link,Game painting interesting travel experience dinner mission.,2/2/2023 15:52,2/2/2023 (Thursday),Weekday,15:52:13,Afternoon,1072,369,221,6165,1926,61.53,35,Mature Adults,Other,China,Asia,focus,9735cf39-7657-484c-88ab-1e2bb79c7de7,Negative,
2901,Facebook,7b9eb9e5-90fd-4e1e-bcab-3870695acfe8,Image,Summer eight PM dog make.,2/11/2024 22:31,2/11/2024 (Sunday),Weekend,22:31:13,Night,614,1066,714,9067,4004,17.45,59,Senior Adults,Male,Hungary,Europe,answer,,Positive,
2907,Facebook,5494fb7e-4346-437c-9773-338f874a4f66,Image,All guess really idea fact.,12/16/2023 17:33,12/16/2023 (Saturday),Weekend,17:33:00,Afternoon,926,732,625,8443,3406,17.21,64,Senior Adults,Male,Belize,NorthAmerica,very,,Mixed,
2908,Twitter,d86d52c9-2d7c-4475-b0cf-d212b5546b41,Image,Small successful consumer word know hard.,7/2/2021 13:36,7/2/2021 (Friday),Weekday,13:36:08,Afternoon,2172,1411,1417,3625,2886,69.36,20,Adolescent Adults,Other,Wallis and Futuna,Oceania,exactly,,Negative,
2910,Twitter,41b17d74-c2fa-4b77-8fe9-4e4417a4756e,Link,Enough cut hair radio return.,3/12/2022 20:17,3/12/2022 (Saturday),Weekend,20:17:43,Evening,1054,963,950,8765,5421,5.91,60,Senior Adults,Other,Grenada,NorthAmerica,ever,,Mixed,
2912,Instagram,5f766f01-3db5-4727-bcdf-613ee25bc1d6,Link,Manager defense feel.,7/17/2021 4:03,7/17/2021 (Saturday),Weekend,4:03:05,Night,1027,1014,721,7233,4064,27.77,41,Mature Adults,Male,Martinique,NorthAmerica,involve,,Neutral,
2914,Instagram,54767b78-8f53-4a61-a784-5a860a342842,Link,Message they out can husband.,4/13/2022 5:39,4/13/2022 (Wednesday),Weekday,5:39:35,Night,1213,963,651,9738,4760,24.69,62,Senior Adults,Female,Norfolk Island,Oceania,space,,Mixed,
2915,Twitter,dc6b1692-0bd5-4d2b-adc4-ceb105decf8e,Link,Republican natural two likely really perhaps center.,1/19/2022 21:19,1/19/2022 (Wednesday),Weekday,21:19:21,Evening,1600,1136,928,6206,3571,36.09,33,Mature Adults,Female,Montserrat,NorthAmerica,now,,Negative,
2916,Twitter,3685a5f0-184e-4c2c-b985-65a82390eb82,Link,Report middle window safe budget question instead.,12/31/2021 21:04,12/31/2021 (Friday),Weekday,21:04:31,Evening,1469,1000,1008,9612,1426,147.72,51,Senior Adults,Male,Swaziland,Africa,weight,,Mixed,
2920,Facebook,368ccc18-0a49-46a4-90a0-db04bc1b441d,Link,Dark food factor away lose.,9/29/2021 18:11,9/29/2021 (Wednesday),Weekday,18:11:04,Evening,531,521,201,5395,3971,17.32,53,Senior Adults,Male,Saint Helena,Africa,expect,,Negative,
2921,LinkedIn,eef867a8-68e7-4bcf-ab04-29decdec6abd,Image,Second in ever gun gas stop.,9/29/2022 0:19,9/29/2022 (Thursday),Weekday,0:19:20,Night,1074,642,511,6266,1283,92.85,22,Adolescent Adults,Female,Saint Vincent and the Grenadines,NorthAmerica,as,,Mixed,
2926,Twitter,50cf93a1-cedf-4217-842a-e75c189b2c17,Video,Letter stand interest.,9/17/2023 6:51,9/17/2023 (Sunday),Weekend,6:51:45,Morning,2597,1785,1614,3846,2902,91.86,65,Senior Adults,Female,Bermuda,NorthAmerica,down,,Mixed,
2928,Instagram,25ff281f-097f-469b-827c-dfcedb4a3918,Link,Window all including arm.,3/30/2021 22:34,3/30/2021 (Tuesday),Weekday,22:34:08,Night,1021,657,619,4115,4556,12.56,25,Adolescent Adults,Other,Sao Tome and Principe,Africa,section,6c50919b-ff47-41a7-9f48-db6766929a36,Mixed,
2932,Facebook,f1927434-6989-4abd-b3dc-dd4b9d1da572,Video,So government decide number man difference.,11/2/2022 0:10,11/2/2022 (Wednesday),Weekday,0:10:28,Night,1437,1188,1020,5966,2993,45.15,35,Mature Adults,Female,Algeria,Africa,occur,,Mixed,
2937,Facebook,e3869925-5789-4917-924d-062e0e0cdfda,Link,Include Mr surface agreement activity them.,1/3/2024 10:59,1/3/2024 (Wednesday),Weekday,10:59:52,Morning,469,214,311,7212,3690,11.29,60,Senior Adults,Female,Denmark,Europe,of,741fb1c0-c8fd-4a65-b462-93bee41f68ae,Negative,
2943,Instagram,24294ae1-7266-4f72-ae1e-2adc21e3abdf,Video,Election program ok get how sit down.,10/25/2021 17:04,10/25/2021 (Monday),Weekday,17:04:01,Afternoon,1405,1668,1353,5927,5668,12.04,18,Adolescent Adults,Female,Belize,NorthAmerica,page,a0344f03-46e5-4d4c-ace7-28d2a3d31671,Mixed,
2946,Facebook,fb54f8d8-ce9a-4572-a5fb-7e6d60df5e1f,Link,Today blood future cover memory send.,3/2/2023 2:07,3/2/2023 (Thursday),Weekday,2:07:40,Night,1166,691,377,7066,4734,36.04,51,Senior Adults,Male,French Guiana,SouthAmerica,dream,,Mixed,
2948,Facebook,45e533ba-9a7b-4cb7-afc0-342e910b6ebe,Link,Admit if nothing sense relationship interesting whose.,11/2/2023 7:21,11/2/2023 (Thursday),Weekday,7:21:42,Morning,865,299,333,6849,4138,22.78,47,Senior Adults,Male,Heard Island and McDonald Islands,Oceania,political,,Mixed,
2949,LinkedIn,f87799c4-ad1c-444f-b9bd-977081a6e31e,Link,Do piece same pattern must.,7/4/2023 7:24,7/4/2023 (Tuesday),Weekday,7:24:17,Morning,610,543,164,5338,4833,21.49,61,Senior Adults,Male,Guatemala,NorthAmerica,behavior,,Negative,
2953,Facebook,b4af090e-1229-49ec-9cff-dcf1c6b24e0a,Image,Quite maybe nice hear economy foot.,10/16/2023 7:35,10/16/2023 (Monday),Weekday,7:35:18,Morning,1260,1040,650,8202,1828,93.65,53,Senior Adults,Female,Bahamas,NorthAmerica,dog,,Neutral,
2955,Facebook,005d4565-b1fa-4add-818f-121afe00aab1,Image,Budget network remember five onto never read.,5/7/2023 11:24,5/7/2023 (Sunday),Weekend,11:24:02,Morning,1210,832,655,5916,2530,46.48,53,Senior Adults,Other,Russian Federation,Europe,firm,05282e92-de0e-441c-b45a-dc329adc644e,Negative,
2957,LinkedIn,b3af336d-4cc5-4dba-839a-7ac2b0420cc6,Image,Daughter rest performance cup.,2/4/2023 12:25,2/4/2023 (Saturday),Weekend,12:25:42,Afternoon,587,538,584,7743,4889,4.76,36,Mature Adults,Female,Suriname,SouthAmerica,fly,,Mixed,
2959,Instagram,733343a4-be81-4dae-8ee5-e4363f097bb8,Image,Increase break interview fear thus rock goal.,3/17/2023 10:59,3/17/2023 (Friday),Weekday,10:59:21,Morning,1211,1396,1029,8661,4327,19.12,47,Senior Adults,Male,Hungary,Europe,left,18016760-05d8-46f7-97c0-e03a2d11abb8,Mixed,
2960,Facebook,537d4f9b-fa98-422e-934b-0fd9fa4a735b,Image,Read moment enjoy.,10/25/2021 17:41,10/25/2021 (Monday),Weekday,17:41:21,Afternoon,1085,913,707,7639,2843,40.35,47,Senior Adults,Male,Serbia,Europe,benefit,,Neutral,
2962,LinkedIn,2b45d2b1-5f37-4b10-bfc1-c30a2cd9aebc,Video,Help system realize notice form risk.,5/9/2023 11:53,5/9/2023 (Tuesday),Weekday,11:53:56,Morning,934,925,997,1018,1475,67.56,54,Senior Adults,Female,Slovakia (Slovak Republic),Europe,election,93e48ef7-a296-4e9d-b694-ec7ad42a4b4f,Mixed,
2965,Twitter,ccdfb19e-284c-4b32-aa2c-bc96fb9dc01a,Link,Us field develop throughout manage herself million.,1/31/2022 9:12,1/31/2022 (Monday),Weekday,9:12:55,Morning,1747,1083,1009,2303,3129,51.1,27,Adolescent Adults,Male,Samoa,Oceania,black,,Mixed,
2967,Instagram,bac38a30-01e9-4d2c-baff-847b0fd4bf8f,Video,Radio seven question support.,9/30/2022 11:07,9/30/2022 (Friday),Weekday,11:07:46,Morning,2199,1336,1417,3309,2420,93.93,45,Mature Adults,Other,Haiti,NorthAmerica,issue,15ddccc1-1a11-4b33-a9f9-aa2ea72c502f,Positive,
2968,LinkedIn,2b10f07d-9dae-4e80-afee-7c1876056cfa,Link,Call yes understand network.,10/12/2023 15:58,10/12/2023 (Thursday),Weekday,15:58:27,Afternoon,446,551,116,9528,3117,26.95,41,Mature Adults,Male,Cuba,NorthAmerica,east,,Mixed,
2969,Instagram,b2a995cb-c4a9-4204-9b7f-27b784d3866e,Link,Level speak east others environment.,8/19/2023 14:26,8/19/2023 (Saturday),Weekend,14:26:53,Afternoon,610,744,796,9779,5074,7.82,20,Adolescent Adults,Other,Haiti,NorthAmerica,foot,,Mixed,
2971,Twitter,e4241220-8cd4-4521-9c38-41ff0efb074a,Link,Interview have when point feeling.,12/4/2021 1:12,12/4/2021 (Saturday),Weekend,1:12:34,Night,924,1347,904,2380,2614,27.71,49,Senior Adults,Male,Bouvet Island (Bouvetoya),Antarctica,role,,Negative,
2974,LinkedIn,1ba9b542-2179-4c40-a7b9-9beec5a51e57,Video,Bit recognize foot size someone.,12/6/2021 22:20,12/6/2021 (Monday),Weekday,22:20:15,Night,968,902,814,7944,3680,9.86,26,Adolescent Adults,Other,Slovakia (Slovak Republic),Europe,brother,,Neutral,
2975,LinkedIn,4d16f87a-30e1-48a9-ac7f-6133bb90c368,Video,Onto never across watch yes big.,9/14/2022 23:17,9/14/2022 (Wednesday),Weekday,23:17:55,Night,1499,1056,968,9320,3560,40.69,42,Mature Adults,Male,Spain,Europe,create,,Negative,
2976,Twitter,85f2f268-be4a-4761-a0ec-54ec9e0bacf1,Image,Financial hot social student.,3/20/2023 7:20,3/20/2023 (Monday),Weekday,7:20:08,Morning,1869,1746,1439,3966,3323,57.04,52,Senior Adults,Other,Heard Island and McDonald Islands,Oceania,call,,Negative,
2978,LinkedIn,3da8681e-71fd-46c1-9045-0ee181c7ab7b,Link,Tend catch while order economy somebody price.,4/16/2022 5:16,4/16/2022 (Saturday),Weekend,5:16:31,Night,1071,325,145,4241,970,142.64,37,Mature Adults,Male,Pakistan,Asia,hit,,Mixed,
2980,Twitter,23e57e0c-21fe-496a-aac0-7ee000dff9fd,Video,Difficult technology activity more experience.,3/15/2021 10:24,3/15/2021 (Monday),Weekday,10:24:10,Morning,2425,2087,1610,6220,3892,57.68,52,Senior Adults,Female,Bolivia,SouthAmerica,bring,,Neutral,
2981,Instagram,398ffb88-dc35-45e2-ba95-20bc1b2b61ac,Link,War treatment various establish.,5/28/2021 12:15,5/28/2021 (Friday),Weekday,12:15:32,Afternoon,912,867,645,6812,1246,96.59,57,Senior Adults,Female,Saint Kitts and Nevis,NorthAmerica,impact,,Negative,
2982,LinkedIn,d4e45005-c170-43f3-b83d-794583a5f80a,Link,Type phone meet foot similar member mind.,9/1/2023 8:10,9/1/2023 (Friday),Weekday,8:10:50,Morning,513,405,272,9304,4611,19.73,44,Mature Adults,Other,Barbados,NorthAmerica,box,a4eec3c2-4fc8-48d8-8d86-d7bd99781f19,Negative,
2988,Twitter,88c93448-ea46-4517-95b9-c7ff5a293b6d,Link,What join life everybody example such certain.,6/16/2022 14:54,6/16/2022 (Thursday),Weekday,14:54:05,Afternoon,1715,989,1026,9195,1876,105.53,52,Senior Adults,Male,Greece,Europe,someone,,Neutral,
2989,LinkedIn,78e962e6-06ea-486a-81b8-26afb7f8bde8,Video,Energy along why change.,12/27/2021 6:08,12/27/2021 (Monday),Weekday,6:08:03,Morning,1233,1021,861,8541,1683,80.97,54,Senior Adults,Female,French Guiana,SouthAmerica,training,,Negative,
2990,Facebook,bf62180f-6404-4b52-ab00-f8e6ac76ec1c,Link,Man series member ever car.,5/17/2021 13:25,5/17/2021 (Monday),Weekday,13:25:30,Afternoon,550,243,333,2760,1276,48.88,60,Senior Adults,Other,Czech Republic,Europe,hot,,Neutral,
2991,Twitter,2aee1b66-e10e-47c3-a9d4-3ccf4306d157,Link,Box control listen challenge laugh.,6/5/2022 2:58,6/5/2022 (Sunday),Weekend,2:58:48,Night,1522,1182,1023,5059,1527,163.8,61,Senior Adults,Other,Greece,Europe,stuff,,Mixed,
2992,Facebook,d2f95078-b4cd-4b46-9c41-cc6cd72fc7aa,Video,Also often four bar between success.,10/13/2022 9:02,10/13/2022 (Thursday),Weekday,9:02:19,Morning,1520,1206,1078,7923,4741,28.74,31,Mature Adults,Male,Somalia,Africa,wide,,Mixed,
2994,Twitter,b565bcac-4b1d-4e8a-957f-a834ceefd9d1,Link,Cover majority friend thus participant improve walk involve.,3/18/2021 6:34,3/18/2021 (Thursday),Weekday,6:34:09,Morning,973,1254,975,6424,4565,13.7,63,Senior Adults,Female,Ecuador,SouthAmerica,computer,c0fecb01-cd3b-4b88-af3c-b658a80ea9e0,Positive,
2995,Instagram,fe283151-ce3a-4e2a-86c9-8f8033ec2e1f,Link,Movement I bed thank each store our police.,9/19/2021 3:23,9/19/2021 (Sunday),Weekend,3:23:54,Night,737,862,608,7065,4503,10.43,26,Adolescent Adults,Female,Tokelau,Oceania,all,c2163d43-6cbe-4443-b26a-de5f77575a14,Mixed,
2998,Facebook,f2c5a830-55f9-4b07-982b-3cd65cfbd73c,Link,Event base take meet property six hot.,11/20/2023 23:35,11/20/2023 (Monday),Weekday,23:35:24,Night,312,577,286,8279,4279,14.1,34,Mature Adults,Female,Portugal,Europe,travel,,Mixed,
2999,Instagram,8c29a5bc-7468-4415-aa09-ecbc3112ded0,Video,Ball possible case state in.,10/29/2022 19:08,10/29/2022 (Saturday),Weekend,19:08:42,Evening,1489,1459,1440,8788,1863,86.68,31,Mature Adults,Female,Eritrea,Africa,recent,,Negative,
3001,LinkedIn,9ca5842a-15fd-4f3c-b2fe-2cbce37c5b27,Video,Time alone full against generation long perhaps.,12/30/2021 13:44,12/30/2021 (Thursday),Weekday,13:44:43,Afternoon,1686,1170,959,2475,3051,62.86,54,Senior Adults,Male,Svalbard & Jan Mayen Islands,Europe,manager,,Positive,
3003,Twitter,70981103-d243-43d8-9283-d563cdfb6652,Link,Surface stay recognize summer.,3/19/2022 5:57,3/19/2022 (Saturday),Weekend,5:57:33,Night,1302,981,962,5600,4828,13.87,50,Senior Adults,Male,France,Europe,test,,Mixed,
3004,LinkedIn,8767f517-7b3b-4e19-8b42-cbf2a96fa74c,Image,Thus safe major fact mother.,6/17/2022 7:29,6/17/2022 (Friday),Weekday,7:29:35,Morning,540,871,530,2468,1924,30.97,46,Senior Adults,Other,Libyan Arab Jamahiriya,Africa,already,,Positive,
3005,Facebook,f9bb4860-d56b-4d4e-aa6d-f1e1151c1af4,Link,Just past after can likely finish.,1/15/2023 7:31,1/15/2023 (Sunday),Weekend,7:31:05,Morning,1003,469,337,7770,3615,35.4,59,Senior Adults,Other,Guatemala,NorthAmerica,move,,Mixed,
3008,Facebook,77117838-91a1-480b-986b-92017f51ce59,Link,Huge economic car item without.,4/3/2023 1:55,4/3/2023 (Monday),Weekday,1:55:15,Night,388,697,236,6717,5129,14.63,36,Mature Adults,Other,Western Sahara,Africa,yard,05ce0755-b991-418f-a41d-f5349a719b09,Neutral,
3009,Facebook,8c3a31b9-41a9-4800-b0cc-4bb857f81909,Video,Network pressure ground ahead rich.,10/24/2023 12:42,10/24/2023 (Tuesday),Weekday,12:42:10,Afternoon,1053,1332,976,5591,5237,15.24,51,Senior Adults,Female,Gibraltar,Europe,finish,,Mixed,
3010,Instagram,424352f5-dae5-4cfb-812d-28288a3c500a,Link,Miss instead government state down.,10/30/2023 10:22,10/30/2023 (Monday),Weekday,10:22:45,Morning,1314,785,796,3954,1842,88.16,30,Adolescent Adults,Male,Equatorial Guinea,Africa,first,,Mixed,
3011,Twitter,e6789573-6c95-4c54-b43a-2c6115ccb045,Image,Seek also full fear himself process.,1/24/2023 15:17,1/24/2023 (Tuesday),Weekday,15:17:27,Afternoon,1412,1415,1375,3200,3750,12.33,20,Adolescent Adults,Female,Bolivia,SouthAmerica,probably,,Mixed,
3013,Instagram,38b89ce7-ebec-4cb1-8b27-7f76f18a8e0c,Video,Free physical provide level meet plan.,3/16/2022 13:56,3/16/2022 (Wednesday),Weekday,13:56:12,Afternoon,1305,1663,1389,7706,2125,55.39,29,Adolescent Adults,Male,Namibia,Africa,fund,,Mixed,
3016,Twitter,1bad7a18-ca11-45b7-ba76-a512f53b3e73,Video,Later what girl federal ask worker person.,10/20/2021 17:15,10/20/2021 (Wednesday),Weekday,17:15:35,Afternoon,1899,1759,1699,5623,6311,11.82,23,Adolescent Adults,Female,Cyprus,Asia,develop,,Positive,1b9d091c-e431-4e17-902e-c4ccc79f7948
3021,Facebook,1a8fced0-1070-40e1-887b-961c75caaebf,Image,Surface enjoy weight either economy wear.,11/4/2021 16:00,11/4/2021 (Thursday),Weekday,16:00:48,Afternoon,743,724,695,2142,1244,56.21,20,Adolescent Adults,Male,Bhutan,Asia,agent,,Neutral,
